tool	url	doi
metagenome-atlas	https://github.com/metagenome-atlas	--
panphlan	https://bitbucket.org/CibioCM/panphlan	--
deepbgc	https://github.com/Merck/DeepBGC	--
bcbio-gff	https://github.com/chapmanb/bcbb/tree/master/gff	--
cactus	https://github.com/ComparativeGenomicsToolkit/cactus	--
gapfiller	https://sourceforge.net/projects/gapfiller	--
crass	https://github.com/mummer4/mummer	--
pbgcpp	https://github.com/PacificBiosciences/pbbioconda	--
shigatyper	https://github.com/CFSAN-Biostatistics/shigatyper	--
logomaker	https://github.com/jbkinney/logomaker/blob/master/docs/index.rst	--
svanalyzer	https://github.com/nhansen/SVanalyzer/blob/master/docs/index.rst	--
umap	https://bitbucket.org/hoffmanlab/umap/	--
wise2	https://www.ebi.ac.uk/~birney/wise2/	--
hmftools-linx	https://github.com/hartwigmedical/hmftools/tree/master/sv-linx	--
phastaf	https://github.com/tseemann/phastaf	--
chembl_webresource_client	https://github.com/chembl/chembl_webresource_client	--
picard-tools	http://broadinstitute.github.io/picard/	--
talon	https://github.com/mortazavilab/TALON	--
transcriptclean	https://github.com/dewyman/TranscriptClean	--
freecontact	https://rostlab.org/owiki/index.php/FreeContact	--
odil	https://github.com/lamyj/odil	--
abacas	http://abacas.sourceforge.net/	--
bcbio	https://github.com/chapmanb/bcbio-nextgen	--
bx-tools	https://github.com/bxlab/bx-python	--
bz2file	https://github.com/nvawda/bz2file	--
fitbit	https://github.com/orcasgit/python-fitbit/	--
hl7	https://github.com/johnpaulett/python-hl7/	--
kineticstools	https://github.com/PacificBiosciences/kineticsTools	--
matplotlib-venn	https://pypi.python.org/pypi/matplotlib-venn	--
multipletau	https://github.com/FCS-analysis/multipletau	--
pbconsensuscore	https://github.com/PacificBiosciences/ConsensusCore	--
ngs	https://github.com/ncbi/ngs	--
pbgenomicconsensus	https://github.com/PacificBiosciences/GenomicConsensus	--
mypy	https://github.com/python/mypy	--
sqlsoup	https://pypi.python.org/pypi/sqlsoup	--
tvc	http://ioncommunity.thermofisher.com	--
amide	http://amide.sourceforge.net/	--
acedb-other-belvu	http://www.acedb.org/	--
adun.app	https://simtk.org/projects/adun	--
aeskulap	http://aeskulap.nongnu.org	--
anfo	http://bioinf.eva.mpg.de/anfo/	--
artfastqgenerator	https://sourceforge.net/projects/artfastqgen/	--
arden	http://sourceforge.net/projects/arden/	--
acedb-other	http://www.acedb.org/	--
aegean	https://github.com/BrendelGroup/AEGeAn	--
altree	https://gitlab.inria.fr/NGS/ALTree	--
beast-mcmc	http://beast.bio.ed.ac.uk/	--
alien-hunter	http://www.sanger.ac.uk/science/tools/alien-hunter	--
aevol	http://www.aevol.fr/	--
amap-align	https://github.com/mes5k/amap-align	--
acedb-other-dotter	http://www.acedb.org/	--
autodock-getdata	http://autodock.scripps.edu/	--
ballview	http://www.ball-project.org/	--
augustus-data	https://github.com/Gaius-Augustus/Augustus	--
aghermann	https://gitlab.com/hmmr/aghermann	--
axe-demultiplexer	https://github.com/kdmurray91/axe	--
adun-core	https://simtk.org/projects/adun	--
art-nextgen-simulation-tools-profiles	http://www.niehs.nih.gov/research/resources/software/biostatistics/art/	--
beast2-mcmc	https://github.com/CompEvol/beast2	--
bio-eagle	https://github.com/poruloh/Eagle	--
art-nextgen-simulation-tools	http://www.niehs.nih.gov/research/resources/software/biostatistics/art/	--
autogrid	http://autodock.scripps.edu/	--
autogrid-test	http://autodock.scripps.edu/	--
bedtools-test	https://github.com/arq5x/bedtools2	--
autodock-test	http://autodock.scripps.edu/	--
ball	http://www.ball-project.org/	--
biom-format-tools	http://biom-format.org/	--
bart-view	https://github.com/mrirecon/view/	--
biomaj3-zipkin	https://github.com/genouest/biomaj-zipkin	--
bioperl-run	https://metacpan.org/release/BioPerl-Run	--
biomaj3-core	https://github.com/genouest/biomaj-core	--
biomaj3	https://github.com/genouest/biomaj	--
biomaj3-process	https://github.com/genouest/biomaj-process	--
biomaj3-daemon	https://github.com/genouest/biomaj-daemon	--
biomaj3-user	https://github.com/genouest/biomaj-user	--
bio-rainbow	http://sourceforge.net/projects/bio-rainbow/	--
biomaj3-download	https://github.com/genouest/biomaj-download	--
berkeley-express	https://github.com/adarob/eXpress	--
biomaj3-cli	https://github.com/genouest/biomaj-cli	--
blast2	http://www.ncbi.nlm.nih.gov/IEB/ToolBox/CPP_DOC/	--
biotools	https://github.com/sonwell/biotools	--
bolt-lmm	https://data.broadinstitute.org/alkesgroup/BOLT-LMM/	--
biosquid	http://eddylab.org/software.html	--
unanimity	https://github.com/PacificBiosciences/unanimity	--
biosql	https://github.com/biopython/biopython.github.io	--
biosyntax-common	https://github.com/bioSyntax/bioSyntax	--
biosyntax-gedit	https://github.com/bioSyntax/bioSyntax	--
bppphyview	https://github.com/BioPP	--
biosyntax-example	https://github.com/bioSyntax/bioSyntax	--
biosyntax-less	https://github.com/bioSyntax/bioSyntax	--
bolt-lmm-example	https://data.broadinstitute.org/alkesgroup/BOLT-LMM/	--
biosyntax-vim	https://github.com/bioSyntax/bioSyntax	--
bppsuite	https://github.com/BioPP/bppsuite	--
cdbfasta	http://cdbfasta.sourceforge.net/	--
ctn	http://sourceforge.net/projects/mirctn	--
ctsim	http://www.ctsim.org	--
ctdconverter	https://github.com/WorkflowConversion/CTDConverter	--
camitk-actionstatemachine	https://camitk.imag.fr/	--
ctsim-help	http://www.ctsim.org	--
cain-solvers	http://cain.sourceforge.net	--
ctn-dev	http://sourceforge.net/projects/mirctn	--
ctdopts	https://github.com/WorkflowConversion/CTDopts	--
clustalx	http://www.clustal.org/clustal2/	--
camitk-imp	https://camitk.imag.fr/	--
clips	http://sourceforge.net/projects/pyclips/	--
clonalframe	http://www.xavierdidelot.xtreemhost.com/clonalframe.htm	--
bx	https://github.com/bxlab/bx-python	--
corepywrap	http://sw-tools.rcsb.org/apps/CORE-WRAPPER/index.html	--
cain	http://cain.sourceforge.net	--
camitk-config	https://camitk.imag.fr/	--
conservation-code	http://compbio.cs.princeton.edu/conservation/	--
chromimpute	https://github.com/jernst98/ChromImpute	--
cfflib	http://cmtk.org/cfflib	--
colormath	https://pypi.org/project/colormath/	--
concavity	http://compbio.cs.princeton.edu/concavity/	--
chromhmm-example	https://github.com/jernst98/ChromHMM	--
consensuscore2	https://github.com/PacificBiosciences/unanimity	--
emboss-explorer	http://embossgui.sourceforge.net/	--
ffindex	https://github.com/ahcm/ffindex	--
edtsurf	http://zhanglab.ccmb.med.umich.edu/EDTSurf/	--
fastqtl	http://fastqtl.sourceforge.net/	--
fastlink	https://www.ncbi.nlm.nih.gov/CBBResearch/Schaffer/fastlink.html	--
embassy-domsearch	http://emboss.sourceforge.net/apps/cvs/embassy/index.html#DOMSEARCH	--
gdcm	http://gdcm.sourceforge.net/	--
fastaq	https://github.com/sanger-pathogens/Fastaq	--
fis-gtm	http://sourceforge.net/projects/fis-gtm	--
dicomscope	http://dicom.offis.de/dscope.php.en	--
embassy-domainatrix	http://emboss.sourceforge.net/apps/cvs/embassy/index.html#DOMAINATRIX	--
embassy-domalign	http://emboss.sourceforge.net/apps/cvs/embassy/index.html#DOMALIGN	--
galileo-daemon	https://bitbucket.org/benallard/galileo/	--
gbrowse-calign	http://www.gbrowse.org/	--
gbrowse-data	http://www.gbrowse.org/	--
disulfinder	http://disulfind.dsi.unifi.it/	--
edfbrowser	http://www.teuniz.net/edfbrowser/	--
emboss-lib	http://emboss.sourceforge.net	--
dazzdb	https://github.com/thegenemyers/DAZZ_DB	--
disulfinder-data	http://disulfind.dsi.unifi.it/	--
fml-asm	https://github.com/lh3/fermi-lite	--
emboss-test	http://emboss.sourceforge.net	--
dialign-tx-data	http://dialign-tx.gobics.de/	--
galileo	https://bitbucket.org/benallard/galileo/	--
dcm2niix	https://github.com/rordenlab/dcm2niix	--
deepnano	https://bitbucket.org/vboza/deepnano	--
gdpc	https://web.archive.org/web/20180212152753/http://www.frantz.fi/software/gdpc.php	--
freediams-doc-fr	http://www.freemedforms.com/	--
garli	https://github.com/Ashod/garli	--
diamond-aligner	https://github.com/bbuchfink/diamond	--
edlib-aligner	https://github.com/Martinsos/edlib	--
fastdnaml	ftp://ftp.bio.indiana.edu/molbio/evolve/fastdnaml/fastDNAml.html	--
freediams-doc-en	http://www.freemedforms.com/	--
genometools-common	http://genometools.org	--
deepnano-data	https://bitbucket.org/vboza/deepnano	--
dicom3tools	http://www.dclunie.com/dicom3tools.html	--
gasic	http://sourceforge.net/projects/gasic/	--
e-mem	https://github.com/lucian-ilie/E-MEM	--
freediams	http://www.freemedforms.com/	--
examl	https://github.com/stamatak/ExaML	--
fis-gtm-6.3-007	http://sourceforge.net/projects/fis-gtm	--
elph	http://www.cbcb.umd.edu/software/ELPH/	--
depinfo	https://github.com/Midnighter/dependency-info	--
gatb-core	https://github.com/GATB/gatb-core	--
garli-mpi	https://github.com/Ashod/garli	--
gatb-core-testdata	https://github.com/GATB/gatb-core	--
fw4spl	https://fw4spl-org.github.io/	--
htslib-test	https://github.com/samtools/htslib	--
gnumed-client	http://www.gnumed.de	--
gnumed-server	http://www.gnumed.de	--
grinder	https://sourceforge.net/projects/biogrinder/	--
gnumed-client-de	http://www.gnumed.de	--
gnumed-common	http://www.gnumed.de	--
glam2	http://acb.qfab.org/acb/glam2/	--
gentle	http://gentle.magnusmanske.de	--
getdata	http://debian-med.alioth.debian.org	--
ginkgocadx	https://github.com/gerddie/ginkgocadx	--
golang-github-dataence-porter2-dev	https://github.com/dataence/porter2	--
gwyddion-common	http://gwyddion.net/	--
hilive	https://gitlab.com/SimonHTausch/HiLive	--
gwyddion	http://gwyddion.net/	--
hhsuite-data	https://toolkit.tuebingen.mpg.de/	--
gwyddion-plugins	http://gwyddion.net/	--
hdmedians	https://github.com/daleroberts/hdmedians	--
hunspell-de-med	https://github.com/toddy15/medicalterms	--
hinge	https://github.com/HingeAssembler/HINGE	--
harvest-tools	https://github.com/marbl/harvest/blob/master/docs/content/harvest-tools.rst	--
intervaltree-bio	https://github.com/konstantint/intervaltree-bio	--
hyphy-mpi	http://hyphy.org/	--
hyphy-common	http://hyphy.org/	--
hunspell-en-med	http://www.e-medtools.com/Hunspel_openmedspel.html	--
kineticstools-data	https://github.com/PacificBiosciences/kineticsTools	--
invesalius	http://www.cti.gov.br/invesalius/	--
kmer	http://kmer.sourceforge.net	--
ismrmrd-tools	http://ismrmrd.github.io/	--
invesalius-bin	http://www.cti.gov.br/invesalius/	--
jmodeltest	https://github.com//ddarriba/jmodeltest2	--
imagevis3d	http://www.imagevis3d.com	--
ismrmrd-schema	http://ismrmrd.github.io/	--
indelible	http://abacus.gene.ucl.ac.uk/software/indelible/	--
king-probe	http://kinemage.biochem.duke.edu/software/probe.php	--
khmer-common	https://github.com/dib-lab/khmer	--
hyphy-pt	http://hyphy.org/	--
lambda-align	https://seqan.github.io/lambda	--
insighttoolkit4-python	http://www.itk.org/	--
jemboss	http://emboss.sourceforge.net	--
igor	https://github.com/qmarcou/IGoR/	--
jaligner	https://github.com/ahmedmoustafa/JAligner	--
jellyfish1	http://www.cbcb.umd.edu/software/jellyfish/	--
lamarc	http://evolution.gs.washington.edu/lamarc/	--
loki	https://www.stat.washington.edu/thompson/Genepi/Loki.shtml	--
logol-bin	http://logol.genouest.org	--
mauve-aligner	http://darlinglab.org/mauve/	--
ltrsift	http://www.zbh.uni-hamburg.de/LTRsift	--
maqview	http://maq.sourceforge.net/maqview.shtml	--
maffilter	https://jydu.github.io/maffilter/	--
leaff	http://kmer.sourceforge.net	--
metastudent-data-2	https://github.com/Rostlab/MetaStudent	--
meryl	http://kmer.sourceforge.net	--
last-align	http://last.cbrc.jp/	--
maude	http://maude.cs.uiuc.edu	--
metastudent-data	https://github.com/Rostlab/MetaStudent	--
lzstring	https://pypi.org/project/lzstring/	--
medcon	http://xmedcon.sourceforge.net/	--
mencal	http://kyberdigi.cz/projects/mencal/	--
lambda-align2	https://github.com/seqan/lambda	--
plink1.9	https://github.com/chrchang/plink-ng	--
mne	https://github.com/mne-tools/mne-python	--
mira-assembler	https://sourceforge.net/p/mira-assembler/wiki/Home/	--
mobyle	https://projets.pasteur.fr/projects/mobyle	--
mobyle-tutorials	https://projets.pasteur.fr/projects/mobyle/wiki/Download	--
mira-rfam-12s-rrna	http://chevreux.org/projects_mira.html	--
microbiomeutil-data	http://microbiomeutil.sourceforge.net/	--
mobyle-utils	https://projets.pasteur.fr/projects/mobyle	--
mlv-smile	http://www-igm.univ-mlv.fr/~marsan/smile_english.html	--
minc-tools	http://www.bic.mni.mcgill.ca/ServicesSoftware/HomePage	--
mobyle-programs	https://projets.pasteur.fr/projects/show/mobyle	--
microbiomeutil	http://microbiomeutil.sourceforge.net/	--
mipe	http://mipe.sourceforge.net	--
minimac4	https://genome.sph.umich.edu/wiki/Minimac4	--
pbjelly	http://sourceforge.net/projects/pb-jelly	--
pbsuite	http://sourceforge.net/projects/pb-jelly	--
murasaki-mpi	http://murasaki.dna.bio.keio.ac.jp/wiki/	--
ncbi-blast-plus-legacy	http://www.ncbi.nlm.nih.gov/IEB/ToolBox/CPP_DOC/	--
ncbi-tools-x11	http://www.ncbi.nlm.nih.gov/IEB/ToolBox/	--
orthanc-postgresql	https://www.orthanc-server.com/static.php?page=postgresql	--
mriconvert	http://lcni.uoregon.edu/~jolinda/MRIConvert/	--
ncbi-data	http://www.ncbi.nlm.nih.gov/IEB/ToolBox/	--
ncbi-rrna-data	http://www.ncbi.nlm.nih.gov/IEB/ToolBox/	--
pbbanana	http://sourceforge.net/projects/pb-jelly	--
orthanc-imagej	http://www.orthanc-server.com/static.php?page=imagej	--
pbhoney	http://sourceforge.net/projects/pb-jelly	--
murasaki-common	http://murasaki.dna.bio.keio.ac.jp/wiki/	--
ncbi-seg	ftp://ftp.ncbi.nih.gov/pub/seg/seg/	--
orthanc-webviewer	https://www.orthanc-server.com/static.php?page=web-viewer	--
perlprimer	http://perlprimer.sourceforge.net	--
pirs-profiles	https://github.com/galaxy001/pirs	--
ncbi-entrez-direct	http://www.ncbi.nlm.nih.gov/books/NBK179288	--
ncbi-blast-plus	http://www.ncbi.nlm.nih.gov/IEB/ToolBox/CPP_DOC/	--
nutsqlite	https://sourceforge.net/projects/nut/files/NUTsqlite-1.x/	--
opencfu	https://github.com/qgeissmann/OpenCFU	--
pbsuite-utils	http://sourceforge.net/projects/pb-jelly	--
nast-ier	http://microbiomeutil.sourceforge.net/	--
ncbi-tools-bin	http://www.ncbi.nlm.nih.gov/IEB/ToolBox/	--
orthanc-dicomweb	https://www.orthanc-server.com/static.php?page=dicomweb	--
pcalendar	http://linuxorg.sourceforge.net/	--
pixelmed-apps	http://www.pixelmed.com	--
physamp	https://github.com/jydu/physamp/	--
pbbamtools	http://pbbam.readthedocs.org/en/latest/index.html	--
paraclu	http://cbrc3.cbrc.jp/~martin/paraclu/	--
plasmidomics	https://www.ira.cinvestav.mx/Investigaci%C3%B3n/Biotecnolog%C3%ADayBioqu%C3%ADmica/ProfesoresInvestigadores/DrRobertWinkler/Software/PlasmidDrawingProgramPlasmidomics02/tabid/778/language/en-US/Default.aspx	--
mustang-testdata	http://lcb.infotech.monash.edu.au/mustang/	--
ncbi-epcr	https://www.ncbi.nlm.nih.gov/tools/epcr/	--
ncl-tools	https://github.com/mtholder/ncl	--
placnet	http://sourceforge.net/projects/placnet/	--
murasaki	http://murasaki.dna.bio.keio.ac.jp/wiki/	--
pbbarcode	https://github.com/PacificBiosciences/pbbarcode	--
phybin	http://www.cs.indiana.edu/~rrnewton/projects/phybin/	--
neobio	http://neobio.sourceforge.net/	--
orthanc-dev	http://www.orthanc-server.com/	--
parsinsert	http://sourceforge.net/projects/parsinsert/	--
mrbayes-mpi	http://mrbayes.csit.fsu.edu/	--
phyutility	http://github.com/blackrim/phyutility	--
plast-example	https://github.com/PLAST-software	--
pixelmed-webstart-apps	http://www.pixelmed.com	--
plastimatch	http://plastimatch.org	--
poretools-data	https://github.com/arq5x/poretools/blob/master/docs/index.rst	--
openslide-tools	https://github.com/openslide/openslide	--
praat	http://www.praat.org	--
orthanc	http://www.orthanc-server.com/	--
pixelmed-www	http://www.pixelmed.com	--
orthanc-mysql	https://www.orthanc-server.com/static.php?page=mysql	--
parsinsert-testdata	http://sourceforge.net/projects/parsinsert/	--
mypy-extensions	https://github.com/python/mypy	--
pipdeptree	https://github.com/naiquevin/pipdeptree	--
sra-toolkit	https://github.com/ncbi/sra-tools/	--
plasmidseeker	https://github.com/bioinfo-ut/PlasmidSeeker	--
orthanc-wsi	http://www.orthanc-server.com/static.php?page=wsi	--
pondus	http://bitbucket.org/eike/pondus/	--
populations	http://www.bioinformatics.org/~tryphon/populations/	--
rna-star	https://github.com/alexdobin/STAR/	--
velvetoptimiser	https://github.com/Slugger70/VelvetOptimiser	--
trinityrnaseq	http://trinityrnaseq.github.io/	--
pvrg-jpeg	http://jpeg.sourceforge.net/	--
sphinxcontrib-autoprogram	https://pythonhosted.org/sphinxcontrib-autoprogram/	--
staden-io-lib-utils	http://staden.sourceforge.net/	--
sleepyhead	https://gitlab.com/sleepyhead/sleepyhead-code	--
profnet-snapfun	http://www.predictprotein.org/	--
tigr-glimmer	https://github.com/davek44/Glimmer-MG	--
rampler	https://github.com/rvaser/rampler	--
rdp-alignment	https://github.com/rdpstaff/AlignmentTools	--
scythe	https://github.com/vsbuffalo/scythe	--
profnet-isis	http://www.predictprotein.org/	--
qrisk2	http://qrisk.org/	--
rdp-classifier	https://github.com/rdpstaff/classifier	--
qtltools-example	https://qtltools.github.io/qtltools/	--
seqsero	https://github.com/denglab/SeqSero	--
profnet-chop	http://www.predictprotein.org/	--
zstd	https://github.com/facebook/zstd	--
relion-bin-plusgui	http://www2.mrc-lmb.cam.ac.uk/relion/index.php/Main_Page	--
tnseq-transit	http://saclab.tamu.edu/essentiality/transit/	--
sigma-align	http://www.imsc.res.in/~rsidd/sigma/	--
velvet-long	http://www.ebi.ac.uk/~zerbino/velvet/	--
tifffile	https://github.com/cgohlke/tifffile	--
vtkgdcm	http://gdcm.sourceforge.net/	--
ssw-align	https://github.com/mengyao/Complete-Striped-Smith-Waterman-Library	--
typed-ast	https://github.com/python/mypy	--
unicycler-data	https://github.com/rrwick/Unicycler	--
profphd	http://predictprotein.org/	--
theseus	http://www.theseus3d.org	--
smithwaterman	https://github.com/ekg/smithwaterman	--
uc-echo	http://uc-echo.sourceforge.net/	--
velvet-example	http://www.ebi.ac.uk/~zerbino/velvet/	--
profnet-bval	http://www.predictprotein.org/	--
reapr	http://www.sanger.ac.uk/science/tools/reapr	--
wise-data	http://www.ebi.ac.uk/Tools/Wise2/	--
sofa-data	https://github.com/sofa-framework/sofa/	--
vtk-dicom	http://github.com/dgobbi/vtk-dicom/	--
pycorrfit	http://fcs-analysis.github.io/PyCorrFit/	--
qsopt-ex	http://www.dii.uchile.cl/~daespino/ESolver_doc/main.html	--
rtax	https://github.com/davidsoergel/rtax/	--
relion-bin-plusmpi-plusgui	http://www2.mrc-lmb.cam.ac.uk/relion/index.php/Main_Page	--
spread-phy	https://github.com/phylogeography/SPREAD	--
profnet-norsnet	http://www.predictprotein.org/	--
profnet-md	http://www.predictprotein.org/	--
profphd-utils	http://www.rostlab.org/	--
repeatmasker-recon	http://www.repeatmasker.org/	--
sofa-tutorials	https://github.com/sofa-framework/sofa/	--
proalign	http://ueg.ulb.ac.be/ProAlign/	--
profnet-prof	http://www.predictprotein.org/	--
spaced	http://spaced.gobics.de/	--
xmedcon	http://xmedcon.sourceforge.net/	--
velvet-tests	http://www.ebi.ac.uk/~zerbino/velvet/	--
sofa-apps	https://github.com/sofa-framework/sofa/	--
probcons-extra	http://probcons.stanford.edu/	--
profnet-con	http://www.predictprotein.org/	--
profphd-net	http://www.predictprotein.org/	--
pyscanfcs	https://github.com/FCS-analysis/PyScanFCS	--
ruby-rgfa	http://github.com/ggonnella/rgfa	--
zalign	https://launchpad.net/zalign	--
relion-bin-plusmpi	http://www2.mrc-lmb.cam.ac.uk/relion/index.php/Main_Page	--
rate4site	http://www.tau.ac.il/~itaymay/cp/rate4site.html	--
relion-bin	http://www2.mrc-lmb.cam.ac.uk/relion/index.php/Main_Page	--
pysam-tests	https://github.com/pysam-developers/pysam/blob/master/doc/index.rst	--
pscan-tfbs	http://www.beaconlab.it/pscan	--
probalign	http://probalign.njit.edu/standalone.html	--
sbmltoolbox	http://sbml.org/Software/SBMLToolbox	--
vtk-dicom-tools	http://github.com/dgobbi/vtk-dicom/	--
tm-align	http://zhanglab.ccmb.med.umich.edu/TM-align/	--
rapmap-example-data	https://github.com/COMBINE-lab/RapMap	--
seqan-apps	http://www.seqan.de/	--
sphinxcontrib.autoprogram	https://pythonhosted.org/sphinxcontrib-autoprogram/	--
subread-data	http://sourceforge.net/projects/subread/	--
pybedtools-bin	https://daler.github.io/pybedtools/	--
suffixfsm	https://github.com/dataence/porter2	--
radiant	https://github.com/marbl/Krona/wiki	--
wgerman-medical	https://github.com/toddy15/medicalterms	--
sbml5	http://sbml.org/Software/libSBML	--
tracetuner	https://sourceforge.net/projects/tracetuner/	--
sumatra	http://metabarcoding.org/sumatra	--
treeviewx	https://github.com/rdmpage/treeviewx	--
varna	http://varna.lri.fr/	--
pyflow	https://github.com/Illumina/pyflow	--
prime-phylo	http://prime.sbc.su.se	--
seqan-dev	http://www.seqan.de	--
simpleitk	http://www.simpleitk.org/	--
probabel	http://www.genabel.org	--
sibsim4	https://sourceforge.net/projects/sibsim4/	--
sumtrees	https://github.com/jeetsukumaran/DendroPy	--
samtools-test	https://github.com/samtools/	--
pscan-chip-data	http://www.beaconlab.it/pscan_chip_dev/	--
surankco	https://sourceforge.net/projects/surankco/	--
wigeon	http://microbiomeutil.sourceforge.net/	--
spectra	https://pypi.org/project/spectra/	--
runcircos-gui	https://github.com/narunlifescience/runcircos-gui	--
profbval	https://www.rostlab.org/owiki/index.php/PROFbval	--
suitename	http://kinemage.biochem.duke.edu/software/suitename.php	--
roguenarok	https://github.com/aberer/RogueNaRok	--
trace2dbest	http://www.nematodes.org/bioinformatics/trace2dbEST/	--
toppred	https://github.com/bioinfo-center-pasteur-fr/toppred	--
staden-common	https://sourceforge.net/projects/staden/	--
seqprep-data	http://seqanswers.com/wiki/SeqPrep	--
rapmap-dev	https://github.com/COMBINE-lab/RapMap	--
smalr	https://github.com/fanglab/SMALR	--
test-ci	https://github.com/BioContainers/containers	--
philosopher	https://github.com/Nesvilab/philosopher	--
jenkins_version	http://biocontainers.pro	--
fastxtools	http://hannonlab.cshl.edu/fastx_toolkit/	--
anchore-cli	https://github.com/anchore/anchore-cli	--
biotools-pr	http://biocontainers.pro	--
dia-umpire	http://diaumpire.sourceforge.net	--
ccmetagen	https://cge.cbs.dtu.dk/services/ccmetagen/	--
longranger	https://support.10xgenomics.com/genome-exome/software/pipelines/latest/what-is-long-ranger	--
clustal-omega	http://www.clustal.org/omega/	--
jenkins_spec_check	http://biocontainers.pro	--
mzquality	https://github.com/phnmnl/container-mzquality	--
phenomenal-portal	https://github.com/phnmnl/container-phenomenal-portal	--
interproscan	https://www.ebi.ac.uk/interpro/interproscan.html	--
cava	http://www.well.ox.ac.uk/cava	--
metabomatching	https://github.com/phnmnl/metabomatching-pre	--
mtblisa	Not available	--
isatab-create	https://github.com/phnmnl/container-isatab-create	--
ms-vfetc	https://github.com/leidenuniv-lacdr-abs/ms-vfetc	--
galaxy-rna-seq-training	Not available	--
batch_correction	https://github.com/phnmnl/container-batch_correction	--
saintq	http://saint-apms.sourceforge.net/Main.html	--
scp-aspera	Not available	--
metabolab	https://github.com/phnmnl/container-metabolab	--
isodyn	https://github.com/seliv55/isodyn	--
isatab2json	Not available	--
isatab-validator	Not available	--
bior_annotate	https://github.com/BioinformaticsToolsAtMayo	--
mtbls-dwnld	https://github.com/workflow4metabolomics/mtbls-dwnld	--
metfrag-cli-batch	https://github.com/phnmnl/container-metfrag-cli-batch	--
midcor	https://github.com/seliv55/midcor	--
json2isatab	Not available	--
isajson-validator	Not available	--
ddi-web-app	https://github.com/OmicsDI/ddi-web-app	--
ramid	Not available	--
jupyter	https://github.com/jupyter/jupyter	--
galaxy-k8s-runtime	https://github.com/phnmnl/container-galaxy-k8s-runtime	--
mtbls-factors-viz	https://github.com/phnmnl/container-mtbls-factors-viz	--
metfrag-cli	https://github.com/phnmnl/container-metfrag-cli	--
nmrmlconv	https://github.com/phnmnl/container-nmrmlconv	--
lcmsmatching	https://github.com/phnmnl/container-lcmsmatching	--
escher-fluxomics	https://github.com/phnmnl/container-escher-fluxomics	--
isa2w4m	https://github.com/workflow4metabolomics/isa2w4m	--
multivariate	https://github.com/phnmnl/container-multivariate	--
papy	https://github.com/jianlianggao/papy	--
mw2isa	https://github.com/phnmnl/container-mw2isa	--
rnmr1d	https://github.com/INRA/Rnmr1D	--
metfrag-vis	https://github.com/phnmnl/container-metfrag-vis	--
mtbl-labs-uploader	https://github.com/phnmnl/container-mtbl-labs-uploader	--
phnml-jupyter	https://github.com/phnmnl/	--
metaboliteidconverter	https://github.com/phnmnl/container-metaboliteidconverter	--
qualitymetrics	https://github.com/phnmnl/container-qualitymetrics	--
container-mtbls-dwnld	https://github.com/phnmnl/container-mtbls-dwnld	--
rbase	https://github.com/phnmnl/container-rbase	--
fastcluster	https://cran.r-project.org/package=fastcluster	--
soap-nmr	https://github.com/phnmnl/container-soap-nmr	--
luigi	https://github.com/spotify/luigi	--
raremetalworker	http://genome.sph.umich.edu/wiki/RAREMETALWORKER	--
sbml2metexplorejsongraph	https://github.com/bmerlet90/tool-SBML2MetexploreJsonGraph	--
seq_crumbs	https://github.com/JoseBlanca/seq_crumbs	--
tool-generic_filter	https://github.com/workflow4metabolomics/tool-generic_filter	--
gapcloser	http://soap.genomics.org.cn/gapcloser.html	--
shotmap	https://github.com/sharpton/shotmap	--
dictobj	http://pypi.python.org/pypi/dictobj	--
univariate	https://github.com/phnmnl/container-univariate	--
frc_align	https://github.com/vezzi/FRC_align	--
famli	https://github.com/FredHutch/FAMLI	--
partitionfinder2	https://github.com/brettc/partitionfinder	--
isa-extractor	https://github.com/workflow4metabolomics/isa-extractor	--
eosc-pilot	https://github.com/CRG-CNAG/EOSC-Pilot	--
progressivecactus	https://github.com/ComparativeGenomicsToolkit/cactus	--
pymol-jupiter	http://github.com/ocramz/jupyter-docker-pymol	--
aliscore	https://www.zfmk.de/en/research/research-centres-and-groups/aliscore	--
diffexpir	https://github.com/r78v10a07/DiffExpIR	--
normalization	https://github.com/dchang16/text_normalization	--
coregenebuilder	https://github.com/C3BI-pasteur-fr/CoreGeneBuilder	--
integron-finder	https://github.com/gem-pasteur/Integron_Finder	--
hyphygui	http://hyphy.org/	--
visionegg	https://github.com/visionegg/visionegg	--
ecomet	https://github.com/phnmnl/container-ecomet	--
python-bz2file	https://github.com/nvawda/bz2file	--
python-kineticstools	https://github.com/PacificBiosciences/kineticsTools	--
python-matplotlib-venn	https://github.com/konstantint/matplotlib-venn	--
python3-dna-jellyfish	https://www.cbcb.umd.edu/software/jellyfish/	--
python3-xopen	https://github.com/marcelm/xopen/	--
skbio	https://github.com/biocore/scikit-bio	--
isaslicer	https://github.com/phnmnl/container-isaslicer	--
epigrass	http://pypi.python.org/pypi/epigrass/	--
python-avro	https://pypi.org/project/avro-python3/	--
python-odil	https://github.com/lamyj/odil	--
python-pbconsensuscore	https://github.com/PacificBiosciences/ConsensusCore	--
python-vtk-dicom	https://github.com/dgobbi/vtk-dicom/	--
python3-skbio	https://github.com/biocore/scikit-bio	--
mothur-mpi	https://github.com/mothur/mothur.github.io	--
pwiz-i-agree-to-the-vendor-licenses	https://hub.docker.com/r/chambm/pwiz-skyline-i-agree-to-the-vendor-licenses	--
