bioconductor-chickencdf	3188	
bioconductor-chickenprobe	2017	
bioconductor-chimera	56590	
bioconductor-chimeraviz	41469	
bioconductor-chimp.db0	2044	
bioconductor-chimphumanbraindata	2189	
bioconductor-chipanalyser	2294	Transcription Factors
bioconductor-chipcomp	115736	Artifacts,Chromatin Immunoprecipitation,Computational Biology,Computer Simulation,Datasets as Topic,Genome, Human,High-Throughput Nucleotide Sequencing,Histones,Humans,Models, Statistical,Poisson Distribution,Protein Binding,Sequence Analysis, DNA,Transcription Factors,ChIP-seq,Genetics,Genomics
bioconductor-chipenrich	2331	Genomics,Genetics
bioconductor-chipenrich.data	2350	Genomics,Genetics
bioconductor-chipexoqual	2347	
bioconductor-chipexoqualexample	3820	
bioconductor-chippeakanno	53172	Animals,Binding Sites,Chromatin Immunoprecipitation,Gene Regulatory Networks,Genomics,High-Throughput Nucleotide Sequencing,Humans,Oligonucleotide Array Sequence Analysis,Protein Binding,Transcription Factors,ChIP-seq,ChIP-on-chip
bioconductor-chipqc	145475	ChIP-seq
bioconductor-chipseeker	217040	Binding Sites,Chromatin Immunoprecipitation,Computer Graphics,DNA,High-Throughput Nucleotide Sequencing,Molecular Sequence Annotation,Sequence Analysis, DNA,Transcription Factors,Transcription Initiation Site,ChIP-seq,Data visualisation,Data mining
bioconductor-chipseq	147437	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,ChIP-seq
bioconductor-chipseqdbdata	1629	
bioconductor-chipseqr	27399	
bioconductor-chipseqspike	2409	Genetics,Transcription Factors,Genomics
bioconductor-chipsim	39922	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,ChIP-seq,Simulation experiment
bioconductor-chipxpress	10534	Gene Expression,Transcriptomics
bioconductor-chipxpressdata	14887	Gene Expression,Transcriptomics
bioconductor-chopsticks	63370	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,DNA polymorphism
bioconductor-chrogps	828	Clustering,Genetics,Genomics
bioconductor-chromdraw	76098	Chromosome Aberrations,Chromosomes,Karyotype,Karyotyping,Data visualisation,Genomics
bioconductor-chromheatmap	39952	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Data visualisation
bioconductor-chromplot	59378	Animals,Chromosomes,Computer Graphics,Genetic Variation,Genome,Genomics,Humans,Mice,Data visualisation,Genetics
bioconductor-chromscape	444	Clustering,Genomics,Genetics
bioconductor-chromstar	72727	ChIP-seq
bioconductor-chromstardata	38170	
bioconductor-chromswitch	3055	Clustering,Genomics,Genetics
bioconductor-chromvar	88886	Animals,Cell Line,Epigenomics,Gene Expression Regulation,Sequence Analysis, DNA,Transcription Factors,Transcription factors and regulatory sites,Nucleic acid structure analysis
bioconductor-chronos	104103	MicroRNAs,Signal Transduction,Systems biology,Transcriptomics,Functional, regulatory and non-coding RNA,Molecular interactions, pathways and networks
bioconductor-cicero	3087	Clustering,Genetics,Genomics
bioconductor-cindex	43487	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Sequencing,Genetics
bioconductor-circrnaprofiler	1336	
bioconductor-cispath	62739	Computer Graphics,Humans,Information Dissemination,Internet,Protein Interaction Maps,User-Computer Interface,Computational Biology,Protein interactions,Data visualisation,Proteomics
bioconductor-citefuse	1072	Clustering
bioconductor-citruscdf	2333	
bioconductor-citrusprobe	2349	
bioconductor-clariomdhumanprobeset.db	2296	
bioconductor-clariomdhumantranscriptcluster.db	2378	
bioconductor-clariomshumanhttranscriptcluster.db	2071	
bioconductor-clariomshumantranscriptcluster.db	2371	
bioconductor-clariomsmousehttranscriptcluster.db	2261	
bioconductor-clariomsmousetranscriptcluster.db	2365	
bioconductor-clariomsrathttranscriptcluster.db	2271	
bioconductor-clariomsrattranscriptcluster.db	2343	
bioconductor-classifyr	30844	Classification,Gene Expression Profiling,Humans,Sequence analysis
bioconductor-cleanupdtseq	41309	3' Untranslated Regions,High-Throughput Nucleotide Sequencing,Molecular Biology,Poly A,RNA Isoforms,Sequence analysis,Genetics,Genomics
bioconductor-cleaver	57828	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Protein sites, features and motifs,Proteomics,Peptides
bioconductor-clippda	2192	Proteomics
bioconductor-clipper	17749	
bioconductor-cliquems	2173	Mass spectrometry,Metabolomics
bioconductor-cll	2355	Gene Expression,Transcriptomics
bioconductor-cllmethylation	2261	
bioconductor-clomial	60276	Breast Neoplasms,Computational Biology,Computer Simulation,Female,Genotype,Humans,Phylogeny,Oncology,Statistics and probability,Biomarkers,Sequencing,Clustering,Genetics,Genomics
bioconductor-clonality	58362	Artificial Intelligence,Models, Molecular,Protein Conformation,Proteins,Quality Control,Oncology,Statistics and probability,Biomarkers
bioconductor-clonotyper	40672	High-Throughput Nucleotide Sequencing,Humans,Receptors, Antigen, T-Cell, alpha-beta,Sequence Analysis, DNA,Immunology,Sequence analysis
bioconductor-clst	42215	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Sequence analysis
bioconductor-clstutils	42821	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Taxonomy
bioconductor-clumsid	1676	Metabolomics,Clustering
bioconductor-clumsiddata	1802	
bioconductor-clustcomp	41137	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Molecular genetics,Clustering
bioconductor-clusterexperiment	20124	Clustering
bioconductor-clusterjudge	3718	Clustering,Gene Expression,Transcriptomics
bioconductor-clusterprofiler	277326	Animals,Gene Expression Profiling,Humans,Mice,Multigene Family,Programming Languages,Proteomics,Transcriptome,Yeasts,Genetics,Data visualisation,Clustering,Transcriptomics,Genomics
bioconductor-clusterseq	2250	Clustering
bioconductor-clustersignificance	41444	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Gene and protein families,Clustering
bioconductor-clusterstab	39870	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Microarray experiment,Clustering
bioconductor-clustifyr	1077	RNA-Seq,Transcriptomics
bioconductor-clustifyrdatahub	439	Gene Expression,Transcriptomics
bioconductor-cma	41230	Area Under Curve,Computer Simulation,Discriminant Analysis,Internet,Least-Squares Analysis,Logistic Models,Microarray Analysis,Models, Statistical,Monte Carlo Method,Neural Networks, Computer,Reproducibility of Results,Sensitivity and Specificity,Statistics, Nonparametric,User-Computer Interface,Computational Biology,Microarray experiment,Genomics
bioconductor-cmap	19700	
bioconductor-cmap2data	51889	
bioconductor-cmapr	649	Gene Expression,Transcriptomics
bioconductor-cn.farms	42521	Alleles,DNA Copy Number Variations,Models, Statistical,Oligonucleotide Array Sequence Analysis,Polymorphism, Single Nucleotide,Computational Biology,Genetic variation
bioconductor-cn.mops	306002	Chromosomes, Human, X,DNA Copy Number Variations,HapMap Project,High-Throughput Nucleotide Sequencing,Humans,Male,Poisson Distribution,Sequence Analysis, DNA,Sequencing,Molecular genetics,Genetics,Genomics
bioconductor-cnanorm	80556	Cell Line, Tumor,Computer Simulation,DNA Copy Number Variations,Genome Size,High-Throughput Nucleotide Sequencing,Humans,Lung Neoplasms,Neoplasms,Sequence Analysis, DNA,Oncology,Sequencing
bioconductor-cner	93444	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Functional, regulatory and non-coding RNA
bioconductor-cnordt	26906	Proteomics
bioconductor-cnorfeeder	2263	Proteomics
bioconductor-cnorfuzzy	54653	Data Interpretation, Statistical,Hep G2 Cells,Humans,Liver Neoplasms,Logic,Models, Biological,Proteins,Signal Transduction,User-Computer Interface,Computational Biology,Machine learning
bioconductor-cnorode	51956	Data Interpretation, Statistical,Hep G2 Cells,Humans,Liver Neoplasms,Logic,Models, Biological,Proteins,Signal Transduction,User-Computer Interface,Computational Biology,Molecular interactions, pathways and networks,Systems biology,Proteomics
bioconductor-cnpbayes	4555	
bioconductor-cntools	104796	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Sequence analysis
bioconductor-cnvfilter	1322	
bioconductor-cnvgsa	39660	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Genetic variation
bioconductor-cnvgsadata	2276	
bioconductor-cnvpanelizer	39891	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Sequencing
bioconductor-cnvranger	1641	Gene Expression,Transcriptomics
bioconductor-cnvrd2	2355	Clustering
bioconductor-cnvtools	49192	Case-Control Studies,Chromosomes, Human,Cohort Studies,Computer Simulation,DNA,Diabetes Mellitus, Type 1,Gene Dosage,Genome, Human,Haplotypes,Humans,Models, Genetic,Oligonucleotide Array Sequence Analysis,Polymerase Chain Reaction,Polymorphism, Single Nucleotide,Quantitative Trait Loci,Genetic variation,Sequencing
bioconductor-cobindr	3027	
bioconductor-cocitestats	2116	
bioconductor-cocoa	2323	Genomics,Genetics
bioconductor-codelink	40046	Computer Graphics,Data Interpretation, Statistical,Gene Expression Profiling,Oligonucleotide Array Sequence Analysis,Programming Languages,User-Computer Interface,Microarray experiment
bioconductor-codex	59026	Base Composition,Bias,Case-Control Studies,DNA Copy Number Variations,DNA Helicases,DNA, Neoplasm,Databases, Nucleic Acid,Exome,Female,High-Throughput Nucleotide Sequencing,Humans,Likelihood Functions,Male,Neuroblastoma,Nuclear Proteins,Sequence Analysis, DNA,X-linked Nuclear Protein,Exome sequencing
bioconductor-coexnet	2281	Gene Expression,Transcriptomics
bioconductor-cogaps	18933	Clustering
bioconductor-cogena	42857	Cluster Analysis,Drug Discovery,Drug Repositioning,Gene Expression Profiling,Gene Regulatory Networks,Web Browser,Workflow,Genetics,Sequence analysis,Clustering,Gene Expression,Transcriptomics,Genomics
bioconductor-cogps	40900	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Genetics,Oncology
bioconductor-cohcap	65258	Breast Neoplasms,Cell Line, Tumor,CpG Islands,DNA Methylation,Female,Gene Expression,Genomics,Humans,Oligonucleotide Array Sequence Analysis,Sequence Analysis, DNA,Sulfites,Microarray experiment,Gene expression,Genetics,Transcriptomics
bioconductor-cohcapanno	53720	
bioconductor-cola	16902	Clustering,Gene Expression,Transcriptomics
bioconductor-colonca	2220	
bioconductor-combi	1063	Genomics,Metabolomics,Metagenomics
bioconductor-comet	2424	Genomics,Genetics
bioconductor-compartmap	2420	Genetics,Genomics
bioconductor-compass	112085	AIDS Vaccines,Case-Control Studies,Cytokines,Female,Flow Cytometry,Gene Products, env,HIV Infections,HIV-1,Healthy Volunteers,Humans,Immunity, Cellular,Immunoglobulin A,Male,Single-Cell Analysis,T-Lymphocyte Subsets,Treatment Outcome,Immunology,Cell biology
bioconductor-compcoder	4480	
bioconductor-compepitools	35482	CpG Islands,DNA,DNA Methylation,Epigenomics,High-Throughput Nucleotide Sequencing,Histone Code,Internet,RNA,Sequence Analysis, DNA,Transcription Factors,User-Computer Interface,Genomics
bioconductor-compgo	1865	Data visualisation
bioconductor-complexheatmap	310529	Computer Graphics,Gene Expression,Genomics,Humans,Metabolic Networks and Pathways,Data visualisation,Transcriptomics
bioconductor-condcomp	820	Clustering,RNA-Seq,Transcriptomics
bioconductor-confess	2399	Clustering
bioconductor-confessdata	4255	
bioconductor-connectivitymap	3444	Gene Expression,Transcriptomics
bioconductor-consensus	2971	
bioconductor-consensusclusterplus	125718	Cluster Analysis,Data Mining,Gene Expression Profiling,Principal Component Analysis,Data visualisation,Data mining,Clustering
bioconductor-consensusde	2259	Clustering,RNA-Seq,Transcriptomics
bioconductor-consensusov	39382	Clustering,Genomics,Transcriptomics,Gene Expression
bioconductor-consensusseeker	39680	Bayes Theorem,Chromosome Mapping,Genome, Fungal,Likelihood Functions,Markov Chains,Models, Genetic,Monte Carlo Method,Nucleosomes,Saccharomyces cerevisiae,Sequence Analysis, DNA,Genomics,Genetics
bioconductor-contibait	54715	Genome, Human,Genomics,High-Throughput Nucleotide Sequencing,Humans,Sequence Analysis, DNA,Genetics
bioconductor-conumee	1640	
bioconductor-convert	39349	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Nucleic acid sites, features and motifs,Data management
bioconductor-copa	17750	
bioconductor-copdsexualdimorphism.data	4038	Gene Expression,Transcriptomics
bioconductor-copyhelper	52936	Genomics
bioconductor-copyneutralima	2221	
bioconductor-copynumber	86084	DNA,DNA Copy Number Variations,Gene Dosage,Genome, Human,Genomic Instability,Humans,Lymphoma, Follicular,Neoplasms,Oligonucleotide Array Sequence Analysis,Polymorphism, Single Nucleotide,Oncology,Statistics and probability,Biomarkers,Genetics,Genomics
bioconductor-copynumberplots	1645	
bioconductor-copywriter	38510	DNA Copy Number Variations,Exome,Exons,Genome, Human,High-Throughput Nucleotide Sequencing,Humans,Sequence Analysis, DNA,Sequence analysis
bioconductor-cordon	2462	Genomics,Metagenomics,Genetics
bioconductor-coregflux	1720	
bioconductor-coregnet	25203	Gene Expression,Transcriptomics
bioconductor-coregx	1090	Genomics
bioconductor-cormotif	26146	Brain,Diffusion Tensor Imaging,Humans,Magnetic Resonance Imaging,Nerve Net,Probability,Nucleic acid sites, features and motifs
bioconductor-cormut	1985	
bioconductor-corral	438	Clustering
bioconductor-correp	40317	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Sequence analysis,Clustering
bioconductor-coseq	1667	
bioconductor-cosmic.67	2337	
bioconductor-cosmiq	31258	Metabolomics,Mass spectrometry
bioconductor-cosnet	24576	
bioconductor-cottoncdf	2351	
bioconductor-cottonprobe	2327	
bioconductor-countclust	19827	Clustering,RNA-Seq,Gene Expression,Transcriptomics
bioconductor-countsimqc	2241	
bioconductor-coveb	2935	
bioconductor-coverageview	2313	
bioconductor-covrna	38980	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Transcriptomics
bioconductor-cpvsnp	38590	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Genetic variation,DNA polymorphism,Genetics
bioconductor-cqn	98429	Analysis of Variance,Base Composition,Biostatistics,Databases, Nucleic Acid,Gene Expression Profiling,High-Throughput Nucleotide Sequencing,Humans,Oligonucleotide Array Sequence Analysis,Sequence Analysis, RNA,RNA-seq,RNA-Seq,Transcriptomics
bioconductor-crcl18	4665	
bioconductor-crimage	39385	Automation,Breast Neoplasms,Female,Gene Dosage,Gene Expression Profiling,Gene Expression Regulation, Neoplastic,Genomics,Humans,Image Processing, Computer-Assisted,Lymphocytes, Tumor-Infiltrating,Prognosis,Receptors, Estrogen,Stromal Cells,Survival Analysis,Imaging,Cell biology,Oncology
bioconductor-crisprseek	39424	Base Sequence,CRISPR-Associated Proteins,CRISPR-Cas Systems,Computational Biology,Genomics,Humans,Huntingtin Protein,Molecular Sequence Data,Nerve Tissue Proteins,Polymorphism, Single Nucleotide,RNA Editing,RNA, Guide,Sequence Homology, Nucleic Acid,Substrate Specificity,RNA,Genetics
bioconductor-crisprseekplus	26034	Base Sequence,CRISPR-Associated Proteins,CRISPR-Cas Systems,Genomics,Humans,Huntingtin Protein,Molecular Sequence Data,Nerve Tissue Proteins,Polymorphism, Single Nucleotide,RNA Editing,RNA, Guide,Sequence Homology, Nucleic Acid,Substrate Specificity,Computational Biology,Sequence analysis,Genetics
bioconductor-crisprvariants	26412	Clustered Regularly Interspaced Short Palindromic Repeats,DNA Mutational Analysis,Gene Editing,Genome,High-Throughput Nucleotide Sequencing,Programming Languages,Sequence Analysis, DNA,Genetic variation,Sequencing,Genomics
bioconductor-crlmm	41812	DNA polymorphism,Genotype and phenotype
bioconductor-crossicc	832	Clustering
bioconductor-crossmeta	2402	
bioconductor-csar	27690	Genetics,Genomics
bioconductor-csaw	193302	Binding Sites,Chromatin Immunoprecipitation,DNA-Binding Proteins,Histones,Sequence Analysis, DNA,Transcription Factors,Data visualisation,ChIP-seq,Sequencing,Nucleic acid sites, features and motifs,Genetics,Genomics
bioconductor-cssp	24584	
bioconductor-cssq	1054	
bioconductor-ctc	42350	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Laboratory information management,Clustering
bioconductor-ctdquerier	954	Genomics
bioconductor-ctggem	1057	Clustering,Gene Expression,Transcriptomics
bioconductor-ctrap	2028	Transcriptomics,Gene Expression
bioconductor-ctsge	47860	Adenocarcinoma,Cluster Analysis,Gene Expression Profiling,Gene Expression Regulation, Neoplastic,Humans,Sequence Analysis, RNA,Molecular genetics,Gene expression,Clustering,Gene Expression,Genetics,Transcriptomics,Genomics
bioconductor-cummerbund	634453	DNA, Complementary,Gene Expression Profiling,Genetic Association Studies,Genomics,Sequence Analysis, DNA,Sequencing,Clustering
bioconductor-curatedadipoarray	1170	
bioconductor-curatedadipochip	1603	Transcription Factors
bioconductor-curatedadiporna	1622	RNA-Seq,Transcriptomics
bioconductor-curatedbladderdata	2219	Gene Expression,Transcriptomics
bioconductor-curatedbreastdata	2211	Gene Expression,Transcriptomics
bioconductor-curatedcrcdata	2539	Gene Expression,Transcriptomics
bioconductor-curatedmetagenomicdata	29322	Metagenome
bioconductor-curatedovariandata	184995	Gene Expression,Transcriptome,Transcriptomics
bioconductor-curatedtcgadata	2379	RNA-Seq,Transcriptomics
bioconductor-customcmpdb	439	
bioconductor-customprodb	16464	Proteomics,Biomarkers, Tumor,Colonic Neoplasms,Databases, Protein,Genomics,High-Throughput Nucleotide Sequencing,Humans,Peptide Fragments,Proteins,Data integration and warehousing,RNA-Seq,Sequencing,Mass spectrometry,Transcriptomics
bioconductor-cve	26629	Transcriptome,Transcriptomics
bioconductor-cycle	1609	
bioconductor-cydar	18043	Proteomics
bioconductor-cyp450cdf	2368	
bioconductor-cytodx	4075	Clustering
bioconductor-cytofast	2014	Clustering
bioconductor-cytolib	64229	
bioconductor-cytomapper	759	
bioconductor-cytoml	14321	
bioconductor-cytotree	1185	Clustering
bioconductor-dada2	1014312	Animals,Cohort Studies,Computational Biology,DNA, Bacterial,False Positive Reactions,Feces,Female,High-Throughput Nucleotide Sequencing,Humans,Lactobacillus,Mice,Microbiota,Pregnancy,RNA, Ribosomal, 16S,Reproducibility of Results,Sequence Analysis, DNA,Vagina,Sequencing,Genetic variation,Clustering,Genomics,Metagenomics
bioconductor-daglogo	2334	
bioconductor-dama	40845	Microarray experiment
bioconductor-damefinder	1074	
bioconductor-damirseq	2004	Clustering,RNA-Seq,Transcriptomics
bioconductor-dapar	2565	Proteomics
bioconductor-dapardata	2422	Proteomics
bioconductor-dart	3688	Gene Expression,Transcriptomics
bioconductor-dasper	435	Genomics,RNA-Seq,Transcriptomics
bioconductor-davidtiling	2235	
bioconductor-dbchip	32634	Genetics,Genomics
bioconductor-dcanr	1650	
bioconductor-dcgsa	46822	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Gene expression,Gene Expression,Transcriptomics
bioconductor-dchiprep	21515	ChIP-seq
bioconductor-ddct	39422	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,PCR experiment,Gene Expression,Transcriptomics
bioconductor-ddpcrclust	2290	Clustering
bioconductor-dearseq	1063	RNA-Seq,Transcriptomics,Genetics,Genomics
bioconductor-debcam	1124	
bioconductor-debrowser	1218	Clustering
bioconductor-decipher	60050	Computational Biology,Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Proteomics,Data visualisation,Clustering,Sequence Alignment,Genetics,Metagenome
bioconductor-deco	1658	Clustering,Proteomics,Genomics,Transcriptomics,Functional genomics
bioconductor-decomplexdisease	17095	Clustering,Genomics
bioconductor-decomptumor2sig	1638	Genetics,Genomics
bioconductor-deconrnaseq	4394	RNA-Seq,Transcriptomics
bioconductor-decontam	5149	Genomics,Metagenomics
bioconductor-deds	37976	
bioconductor-deepbluer	39019	Epigenomics,Humans,Epigenetics,Genetics,Genomics
bioconductor-deepsnv	169383	Biometry,Genome, Human,Humans,Mutation,Neoplasms,Probability,Prognosis,Reproducibility of Results,Software Design,Sequencing,Genetics,Genomics
bioconductor-deformats	40578	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Gene expression,Gene Expression,Transcriptomics
bioconductor-degnorm	593	RNA-Seq,Transcriptomics
bioconductor-degraph	38112	Statistics and probability,Gene Expression,Transcriptomics
bioconductor-degreport	289527	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Gene expression,RNA-Seq,Transcriptomics
bioconductor-degseq	115562	Base Sequence,Gene Expression Profiling,Molecular Sequence Data,Oligonucleotide Array Sequence Analysis,Programming Languages,RNA,Sequence Analysis, RNA,RNA-Seq,Gene expression,Transcriptomics
bioconductor-delayedarray	1044889	Genomics
bioconductor-delayeddataframe	1616	
bioconductor-delayedmatrixstats	79150	
bioconductor-deltacapturec	1274	
bioconductor-deltagseg	3517	Clustering,Proteomics
bioconductor-demand	39805	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Pharmacology,Drug discovery,Molecular interactions, pathways and networks,Gene Expression,Transcriptomics
bioconductor-demixt	6883	Transcriptome,Transcriptomics
bioconductor-densvis	601	
bioconductor-dep	2533	Proteomics,Mass spectrometry
bioconductor-depecher	10012	Clustering,Transcriptomics
bioconductor-depmap	763	
bioconductor-deqms	44075	Proteomics,Peptides
bioconductor-derfinder	48857	Gene Expression Profiling,Genomics,Humans,Sequence Analysis, RNA,RNA-seq,RNA-Seq,Transcriptomics
bioconductor-derfinderdata	3269	
bioconductor-derfinderhelper	62608	Gene Expression Profiling,Gene Expression Regulation,Genomics,High-Throughput Nucleotide Sequencing,Molecular Sequence Annotation,Organ Specificity,Transcriptome,Web Browser,Software engineering,Transcriptomics
bioconductor-derfinderplot	27047	Gene Expression Profiling,Gene Expression Regulation,Genomics,High-Throughput Nucleotide Sequencing,Molecular Sequence Annotation,Organ Specificity,Transcriptome,Web Browser,Data visualisation,Transcriptomics
bioconductor-descan2	17736	Genetics,Genomics
bioconductor-deseq	259944	Animals,Binomial Distribution,Chromatin Immunoprecipitation,Computational Biology,Drosophila,Gene Expression Profiling,High-Throughput Nucleotide Sequencing,Linear Models,Models, Genetic,Saccharomyces cerevisiae,Sequence Analysis, RNA,Stem Cells,Tissue Culture Techniques,Gene expression,RNA-Seq,Gene Expression,Transcriptomics
bioconductor-deseq2	1293883	High-Throughput Nucleotide Sequencing,Models, Genetic,RNA,Sequence Analysis, RNA,Computational Biology,Transcriptomics,Clustering,Genomics,RNA-Seq,Gene Expression,Transcriptome
bioconductor-desingle	3451	RNA-Seq,Transcriptomics
bioconductor-desousa2013	2206	
bioconductor-destiny	19411	Clustering
bioconductor-desubs	2855	RNA-Seq,Transcriptomics
bioconductor-dewseq	1322	Genomics
bioconductor-dexseq	988813	Animals,Evolution, Molecular,Exons,Gene Expression Profiling,Genetic Drift,Humans,Models, Genetic,Organ Specificity,Primates,Protein Isoforms,Species Specificity,RNA-seq,RNA-Seq,Transcriptomics
bioconductor-dexus	71236	Animals,Gene Expression Profiling,HapMap Project,High-Throughput Nucleotide Sequencing,Humans,Liver,Macaca mulatta,Pan troglodytes,Plant Leaves,Sequence Analysis, RNA,Zea mays,RNA-seq,Gene expression,RNA-Seq,Transcriptomics
bioconductor-dfp	39440	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Gene expression,Gene Expression,Transcriptomics
bioconductor-dialignr	2836	Proteomics,Metabolomics
bioconductor-diffbind	519218	Androstadienes,Antineoplastic Agents, Hormonal,Aromatase Inhibitors,Biomarkers, Tumor,Breast,Breast Neoplasms,Cell Line, Tumor,Cell Proliferation,Cell Survival,Drug Resistance, Neoplasm,Enzyme Activators,ErbB Receptors,Erlotinib Hydrochloride,Estrogen Receptor alpha,Female,Gene Expression Regulation, Neoplastic,Genetic Association Studies,Genetic Variation,Humans,Indazoles,Letrozole,MCF-7 Cells,Nitriles,Protein Kinase Inhibitors,Proto-Oncogene Proteins c-vav,Quinazolines,RNA Interference,RNA, Small Interfering,Tamoxifen,Toremifene,Triazoles,ChIP-seq,Genomics
bioconductor-diffcoexp	2209	
bioconductor-diffcyt	3227	Clustering,Proteomics,Transcriptomics
bioconductor-diffgeneanalysis	40089	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Gene expression,Gene Expression,Transcriptomics
bioconductor-diffhic	17460	Clustering
bioconductor-difflogo	2653	
bioconductor-diffloop	39932	Nucleic acid structure analysis
bioconductor-diffloopdata	3911	
bioconductor-diffustats	85152	Metabolic Networks and Pathways,Protein Interaction Maps,Yeasts,Computational Biology,Computational biology,Omics,Metabolomics,Gene Expression,Transcriptomics
bioconductor-diggit	2852	
bioconductor-diggitdata	2558	
bioconductor-director	39608	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Data visualisation,Molecular interactions, pathways and networks
bioconductor-dirichletmultinomial	121114	Crohn Disease,Gastrointestinal Tract,Humans,Inflammatory Bowel Diseases,Metagenomics,Models, Biological,Models, Theoretical,Microbial ecology,Machine learning
bioconductor-discordant	25936	Genetics,Genomics
bioconductor-discorhythm	848	
bioconductor-distinct	2220	RNA-Seq,Genetics,Transcriptomics,Genomics
bioconductor-dittoseq	1078	RNA-Seq,Transcriptomics
bioconductor-divergence	1648	
bioconductor-dks	3485	
bioconductor-dlbcl	2216	
bioconductor-dmcfb	1293	
bioconductor-dmchmm	2298	
bioconductor-dmelsgi	3416	
bioconductor-dmrcaller	17893	
bioconductor-dmrcate	41192	DNA,Sequencing,Genetics,Genomics
bioconductor-dmrcatedata	45399	
bioconductor-dmrforpairs	2225	
bioconductor-dmrscan	2486	
bioconductor-dmrseq	6707	Genomics,Genetics
bioconductor-dnabarcodecompatibility	1597	
bioconductor-dnabarcodes	61053	DNA,DNA Primers,High-Throughput Nucleotide Sequencing,Models, Genetic,Nucleic Acid Amplification Techniques,Reproducibility of Results,Sequence Analysis, DNA,Sequencing
bioconductor-dnacopy	648110	Gene Expression Profiling,Genomics,High-Throughput Screening Assays,Programming Languages,User-Computer Interface,Computational Biology,Sequence analysis
bioconductor-dnashaper	132709	DNA,Genome,Genomics,Programming Languages,Structure prediction
bioconductor-do.db	180008	
bioconductor-dominoeffect	2897	Proteomics
bioconductor-donapllp2013	2508	
bioconductor-doppelgangr	177252	Databases, Genetic,Gene Expression Profiling,Humans,Microarray Analysis,Neoplasms,Oligonucleotide Array Sequence Analysis,Quality Assurance, Health Care,Transcriptome,Genomics,Transcriptomics
bioconductor-doqtl	28050	Genetics,Genomics
bioconductor-dorothea	586	RNA-Seq,Gene Expression,Ortholog,Transcriptomics
bioconductor-doscheda	1890	Proteomics,Mass spectrometry
bioconductor-dose	331575	Computational Biology,Databases, Genetic,Disease,Gene Ontology,Humans,Multigene Family,Programming Languages,Semantics,Data quality management,Medical informatics
bioconductor-doser	1589	Gene Expression,Transcriptomics
bioconductor-dpeak	2184	Genetics,Genomics
bioconductor-drawproteins	3001	Proteomics
bioconductor-dream4	2343	
bioconductor-dresscheck	2542	
